focus,lemma,phrase,meaning_en,contexts_it,register,risk,tags,scenario_prompt,trap,cultural_note,native_sauce,phrase_hint,examples_it,src,tatoeba_it_id
phrase,,"Posso vedere la sua carta d'imbarco, per piacere?","May I see your boarding pass, please?","Posso vedere la sua carta d'imbarco, per piacere?",neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6299194
phrase,,"Posso vedere la vostra carta d'imbarco, per favore?","May I see your boarding pass, please?","Posso vedere la vostra carta d'imbarco, per favore?",neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6299195
phrase,,"Posso vedere la vostra carta d'imbarco, per piacere?","May I see your boarding pass, please?","Posso vedere la vostra carta d'imbarco, per piacere?",neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6299196
phrase,,"Tatoeba è più di un sito web. Tatoeba è un gruppo di volontari che traduce delle frasi esistenti, o ne scrive di nuove, per poter permettere agli altri di avere familiarità con le proprie lingue.",Tatoeba is more than a website. Tatoeba is a group of volunteers that either translates existing sentences or writes new ones in order to make others familiar with the beauty of their own languages.,"Tatoeba è più di un sito web. Tatoeba è un gruppo di volontari che traduce delle frasi esistenti, o ne scrive di nuove, per poter permettere agli altri di avere familiarità con le proprie lingue.",neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6309684
phrase,,Quanto le hai pagate?,How much did you pay them?,Quanto le hai pagate?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6313399
phrase,,Quanto le ha pagate?,How much did you pay them?,Quanto le ha pagate?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6313400
phrase,,Quanto le avete pagate?,How much did you pay them?,Quanto le avete pagate?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6313401
phrase,,Controlli la temperatura.,Check the temperature.,Controlli la temperatura.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6320090
phrase,,Chiedi loro di aspettare finché non arrivo.,Ask them to wait till I come.,Chiedi loro di aspettare finché non arrivo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6322354
phrase,,Chieda loro di aspettare finché non arrivo.,Ask them to wait till I come.,Chieda loro di aspettare finché non arrivo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6322355
phrase,,Chiedete loro di aspettare finché non arrivo.,Ask them to wait till I come.,Chiedete loro di aspettare finché non arrivo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6322356
phrase,,Chiedigli di aspettare finché non arrivo.,Ask him to wait till I come.,Chiedigli di aspettare finché non arrivo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6368281
phrase,,Chiedetegli di aspettare finché non arrivo.,Ask him to wait till I come.,Chiedetegli di aspettare finché non arrivo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6368282
phrase,,Gli chieda di aspettare finché non arrivo.,Ask him to wait till I come.,Gli chieda di aspettare finché non arrivo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6368283
phrase,,Chiedile di aspettare finché non arrivo.,Ask her to wait till I come.,Chiedile di aspettare finché non arrivo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6368284
phrase,,Chiedetele di aspettare finché non arrivo.,Ask her to wait till I come.,Chiedetele di aspettare finché non arrivo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6368285
phrase,,Le chieda di aspettare finché non arrivo.,Ask her to wait till I come.,Le chieda di aspettare finché non arrivo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6368287
phrase,,Ti ho detto che saremmo stati in ritardo.,I told you we'd be late.,Ti ho detto che saremmo stati in ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6371581
phrase,,Ti ho detto che saremmo state in ritardo.,I told you we'd be late.,Ti ho detto che saremmo state in ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6371582
phrase,,Vi ho detto che saremmo stati in ritardo.,I told you we'd be late.,Vi ho detto che saremmo stati in ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6371583
phrase,,Vi ho detto che saremmo state in ritardo.,I told you we'd be late.,Vi ho detto che saremmo state in ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6371584
phrase,,"Siamo in ritardo. ""Lo so.""","We're late. ""I know.""","Siamo in ritardo. ""Lo so.""",neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6381680
phrase,,"Tom, saremo in ritardo!","Tom, we'll be late!","Tom, saremo in ritardo!",neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6381697
phrase,,Tom sarà ancora in ritardo.,Tom will be late again.,Tom sarà ancora in ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6443767
phrase,,Tom sarà di nuovo in ritardo.,Tom will be late again.,Tom sarà di nuovo in ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6443768
phrase,,Tom ha messo le bevande sul tavolo.,Tom put the drinks on the table.,Tom ha messo le bevande sul tavolo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6444820
phrase,,Tom mise le bevande sul tavolo.,Tom put the drinks on the table.,Tom mise le bevande sul tavolo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6444821
phrase,,Fai un buon volo.,Have a good flight.,Fai un buon volo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6444996
phrase,,Faccia un buon volo.,Have a good flight.,Faccia un buon volo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6444998
phrase,,Fate un buon volo.,Have a good flight.,Fate un buon volo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6444999
phrase,,Tom probabilmente sarà in ritardo.,Tom is likely going to be late.,Tom probabilmente sarà in ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6445437
phrase,,Tom sarà in ritardo per le lezioni.,Tom will be late for class.,Tom sarà in ritardo per le lezioni.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6445975
phrase,,Tom vive vicino all'aeroporto.,Tom lives near the airport.,Tom vive vicino all'aeroporto.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6446044
phrase,,Chi ti ha detto perché Tom era in ritardo?,Who told you why Tom was late?,Chi ti ha detto perché Tom era in ritardo?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6448564
phrase,,Chi vi ha detto perché Tom era in ritardo?,Who told you why Tom was late?,Chi vi ha detto perché Tom era in ritardo?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6448565
phrase,,Chi le ha detto perché Tom era in ritardo?,Who told you why Tom was late?,Chi le ha detto perché Tom era in ritardo?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6448566
phrase,,Il mio volo arriverà alle due e mezza.,My flight will arrive at 2:30.,Il mio volo arriverà alle due e mezza.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6450096
phrase,,Tom sarà in ritardo per il lavoro.,Tom will be late for work.,Tom sarà in ritardo per il lavoro.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6451824
phrase,,Tom sapeva che sarei stato in ritardo.,Tom knew that I'd be late.,Tom sapeva che sarei stato in ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6451944
phrase,,Tom sapeva che sarei stata in ritardo.,Tom knew that I'd be late.,Tom sapeva che sarei stata in ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6451945
phrase,,Potrei vedere il tuo passaporto?,Could I see your passport?,Potrei vedere il tuo passaporto?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6452134
phrase,,Potrei vedere il suo passaporto?,Could I see your passport?,Potrei vedere il suo passaporto?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6452135
phrase,,Potrei vedere il vostro passaporto?,Could I see your passport?,Potrei vedere il vostro passaporto?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6452136
phrase,,Tom sarà in ritardo anche oggi.,"Tom will be late today, too.",Tom sarà in ritardo anche oggi.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6452871
phrase,,Perché sei in ritardo per le lezioni?,Why are you late to class?,Perché sei in ritardo per le lezioni?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6464068
phrase,,Perché è in ritardo per le lezioni?,Why are you late to class?,Perché è in ritardo per le lezioni?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6464069
phrase,,Perché siete in ritardo per le lezioni?,Why are you late to class?,Perché siete in ritardo per le lezioni?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6464070
phrase,,Mi sono scusato per essere stato in ritardo per la scuola.,I apologized for having been late for school.,Mi sono scusato per essere stato in ritardo per la scuola.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6471239
phrase,,Mi sono scusata per essere stata in ritardo per la scuola.,I apologized for having been late for school.,Mi sono scusata per essere stata in ritardo per la scuola.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6471240
phrase,,Mi scusai per essere stato in ritardo per la scuola.,I apologized for having been late for school.,Mi scusai per essere stato in ritardo per la scuola.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6471241
phrase,,Mi scusai per essere stata in ritardo per la scuola.,I apologized for having been late for school.,Mi scusai per essere stata in ritardo per la scuola.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6471242
phrase,,Siamo quasi annegate.,We almost drowned.,Siamo quasi annegate.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6471840
phrase,,Prometto che non sarò in ritardo domani.,I promise I won't be late tomorrow.,Prometto che non sarò in ritardo domani.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6476037
phrase,,Sarà nuvoloso domani.,It's going to be cloudy tomorrow.,Sarà nuvoloso domani.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6478071
phrase,,Vogliamo Tom al nostro tavolo.,We want Tom at our table.,Vogliamo Tom al nostro tavolo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6487622
phrase,,Dovremmo aspettare fino all'arrivo della polizia.,We should wait until the police arrive.,Dovremmo aspettare fino all'arrivo della polizia.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6533346
phrase,,È meglio aspettare fino all'arrivo della polizia.,It's better to wait until the police arrive.,È meglio aspettare fino all'arrivo della polizia.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6533347
phrase,,Tom ha detto che stava cercando un volontario.,Tom said he was looking for a volunteer.,Tom ha detto che stava cercando un volontario.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6533357
phrase,,Tom disse che stava cercando un volontario.,Tom said he was looking for a volunteer.,Tom disse che stava cercando un volontario.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6533358
phrase,,Tom ha detto che stava cercando dei volontari.,Tom said he was looking for volunteers.,Tom ha detto che stava cercando dei volontari.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6533359
phrase,,Tom disse che stava cercando dei volontari.,Tom said he was looking for volunteers.,Tom disse che stava cercando dei volontari.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6533360
phrase,,Tom ha detto che stava cercando più volontari.,Tom said he was looking for more volunteers.,Tom ha detto che stava cercando più volontari.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6533376
phrase,,Tom disse che stava cercando più volontari.,Tom said he was looking for more volunteers.,Tom disse che stava cercando più volontari.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6533377
phrase,,Tom ha detto che stava cercando ulteriori volontari.,Tom said he was looking for more volunteers.,Tom ha detto che stava cercando ulteriori volontari.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6533378
